record,module,source,record_type,role,units,units_source,status_source,address,apn,filed,issued,finaled,status,status_asof,description,production
DRCP2022-0008,Planning,census,Design Review Committee Preliminary,screen,207,description,capdetail,1598 UNIVERSITY Ave,,2022-07-22,,,Approved,2026-09-21,"Demolish two one-story commercial buildings and construct an 8-story mixed-sue building with approximately 5,700 square feet of commercial space, 207 dwelling u",Planning_2022-07-19_2022-07-22
ZP2022-0099,Planning,census,Zoning Permit,screen,207,description,capdetail,1598 UNIVERSITY Ave,,2022-07-22,,,Approved,2026-09-21,"Use Permit #ZP2022-0099 to demolish anon-residential structure and construct a 134,409 square-foot, eight-story (89 feet- 2 inches) mixed-use residential buildi",Planning_2022-07-19_2022-07-22
PLN2022-0067,Planning,census,Pre-Application,screen,214,description,census,2113 KITTREDGE,057-2030-009-00,2022-07-28,,,Closed,2026-07-08,SB 330 Preliminary Application for a MIXED-USED BUILDING - LIVE THEATER AND 214 RESIDENTIAL DWELLING UNITS (22 VLI). PROPOSED 15 STORIES. HISTORIC LANDMARK.,Planning_2022-07-27_2022-07-30
PLN2022-0069,Planning,census,Pre-Application,screen,84,description,census,2720 SAN PABLO,054-1744-007-00,2022-08-04,,,Closed,2026-07-08,SB 330 Preliminary Application to demolish a single-story nonresidential building and construct an 8-story mixed-use residential development with ground-level l,Planning_2022-08-04_2022-08-07
PLN2022-0072,Planning,census,Pre-Application,screen,239,description,capdetail,2274 SHATTUCK Ave,,2022-08-15,,,Closed,2026-09-21,SB 330 Preliminary Application for the partial removal of the existing commercial structure to allow for the construction of a new 17-story mixed-use developmen,Planning_2022-08-12_2022-08-15
DRCP2022-0010,Planning,census,Design Review Committee Preliminary,screen,26,description,capdetail,1652 UNIVERSITY Ave,,2022-08-18,,,Approved,2026-09-21,"Demolish 2-story commercial building and construct a 5-stroy mixed-use building with ground-floor retail, 2 live/work units, 26 dwelling units, and residential ",Planning_2022-08-16_2022-08-19
ZP2022-0110,Planning,census,Zoning Permit,screen,26,description,census,1652 University - Use Permit,056-2004-020-00,2022-08-17,,,Approved,2026-07-08,"Demolish a two-story 6,232 square-foot commercial building, construct a 24,732 square-foot 5-story mixed-use building with a height of 59 feet 10 inches, 2,264 ",Planning_2022-08-16_2022-08-19
DRCP2022-0009,Planning,census,Design Review Committee Preliminary,screen,13,description,census,2800 Telegraph Avenue,053-1689-001-00,2022-08-17,,,Approved,2026-07-08,Demolition of a one-story commercial structure to construct a five story residential building containing 13 dwelling units (1 VLI unit) with 18 bicycle parking ,Planning_2022-08-16_2022-08-19
ZP2022-0107,Planning,census,Zoning Permit,screen,16,description,census,2800 Telegraph Avenue,053-1689-001-00,2022-08-17,,,Approved,2026-07-08,"to demolish a one-story (18 feet), 3,290 square foot non-residential building and construct a six-story (70 feet and 5 inches), 19,936 square-foot residential b",Planning_2022-08-16_2022-08-19
PLN2022-0075,Planning,census,Pre-Application,screen,17,description,capdetail,1790 UNIVERSITY Ave,,2022-08-25,,,Closed,2026-09-21,"SB 330 Preliminary Application, proposes to demolish the existing 3 structures on-site at 1776-1790 University. Proposes to construct a five-story, mixed-use bu",Planning_2022-08-24_2022-08-27
DRCP2022-0011,Planning,census,Design Review Committee Preliminary,screen,2,description,capdetail,2147 SAN PABLO Ave,,2022-08-31,,,Approved,2026-09-21,"SB 3330 Application - Demolish existing commercial building and construct 6-story, mixed-use building with 3,000 SF of retail (2 units),128 GLA units (bed, bath",Planning_2022-08-28_2022-08-31
DRCP2022-0013,Planning,census,Design Review Committee Preliminary,screen,221,description,census,2920 Shattuck,053-1590-005-01,2022-09-03,,,Approved,2026-07-08,"Demolish two commercial buildings and construct a 10-story mixed-use residential building with 221 dwelling units, ground-floor retail, and nine uncovered parki",Planning_2022-09-01_2022-09-04
ZP2022-0116,Planning,census,Zoning Permit,screen,221,description,capdetail,2920 Shattuck,053-1590-005-01,2022-09-03,,,In Review,2026-09-21,"Demolish two commercial buildings and construct a 10-story mixed-use residential building with 221 dwelling units, ground-floor retail, and nine uncovered parki",Planning_2022-09-01_2022-09-04
ZP2022-0115,Planning,census,Zoning Permit,screen,78,description,capdetail,2427 SAN PABLO Ave,,2022-09-02,,,Approved,2026-09-21,"Use Permit #ZP2022-0115 to demolish two existing multifamily buildings and construct a 36,280 square foot, five-story (70 feet, 8 inches), residential building ",Planning_2022-09-01_2022-09-04
ZP2022-0126,Planning,census,Zoning Permit,screen,17,description,capdetail,3031 TELEGRAPH Ave 100,,2022-09-23,,,Approved,2026-09-21,"Modify Use Permit #ZP2020-0069 to add 17 units within the approved envelope (six-story, 93,338 98,338 square-foot mixed-use building utilizing State Density Bon",Planning_2022-09-21_2022-09-24
ZP2022-0132,Planning,census,Zoning Permit,screen,112,description,capdetail,2847 Shattuck,053-1686-020-00,2022-09-28,,,Incomplete Pending Applicant,2026-09-21,"DEMOLITION OF EXISTING 1 STORY COMMERCIAL STRUCTURE AND CONSTRUCTION OF A NEW 9-STORY MIXED-USE RESIDENTIAL BUILDING WITH 112 DWELLING UNITS, GROUND LEVEL LOBBI",Planning_2022-09-25_2022-09-28
PLN2022-0084,Planning,census,Pre-Application,screen,127,description,capdetail,2300 ELLSWORTH St,,2022-09-26,,,Closed,2026-09-21,SB 330 Preliminary Application: Demolition of two existing commercial buildings (LM initiated) and a 12-unit residential building. Merging of two parcels. Devel,Planning_2022-09-25_2022-09-28
PLN2022-0086,Planning,census,Pre-Application,screen,174,description,capdetail,3030 TELEGRAPH Ave,,2022-09-29,,,Closed,2026-09-21,"SB 330 Preliminary Application to demolish 10,000 square foot medical building, surface parking lot, and two residential duplexes (4 units total, vacant since 2",Planning_2022-09-29_2022-10-02
PLN2022-0091,Planning,census,Pre-Application,screen,28,description,capdetail,2480 BANCROFT Way,,2022-10-08,,,Closed,2026-09-21,"Demolish one-story retail building and construct am 8-story mixed-use building with ground-floor commercial and 28 dwelling units, utilizing State Density Bonus",Planning_2022-10-07_2022-10-10
DRCP2022-0014,Planning,census,Design Review Committee Preliminary,screen,485,description,capdetail,2128 OXFORD St,,2022-10-07,,,Approved,2026-09-21,"SB330 Application – Demolition of existing structure(s) (includes 16 rent-controlled units) and construction of 26-Story, mixed use building with 485 dwelling u",Planning_2022-10-07_2022-10-10
ZP2022-0135,Planning,census,Zoning Permit,screen,485,description,capdetail,2128 OXFORD St,,2022-10-07,,,Approved,2026-09-21,"SB330 Application – Demolition of existing structure(s) (includes 16 rent-controlled units) and construction of 26-Story, mixed use building with 485 dwelling u",Planning_2022-10-07_2022-10-10
DRCP2022-0016,Planning,census,Design Review Committee Preliminary,screen,112,description,capdetail,2847 SHATTUCK Ave,,2022-10-14,,,Application Complete,2026-09-21,"DEMOLITION OF EXISTING 1 STORY COMMERCIAL STRUCTURE AND CONSTRUCTION OF A NEW 9-STORY MIXED-USE RESIDENTIAL BUILDING WITH 112 DWELLING UNITS, GROUND LEVEL LOBBI",Planning_2022-10-11_2022-10-14
ZP2022-0144,Planning,census,Zoning Permit,screen,214,description,census,2115 KITTREDGE,057-2030-008-00,2022-10-18,,,Approved,2026-07-08,"Construction of a 15-story, mixed-used building (155,741 sq. ft) with a live performance theater (19,108 sq. ft) on the ground and basement floors, and 214 dwel",Planning_2022-10-15_2022-10-18
PLN2022-0099,Planning,census,Pre-Application,screen,80,description,capdetail,1708 HARMON St,,2022-10-25,,,Closed,2026-09-21,"SB 35 Preliminary Development Application to demolish three non-residential buildings, and construct a 100% affordable residential, five-story building for seni",Planning_2022-10-23_2022-10-26
PLN2022-0104,Planning,census,Pre-Application,screen,66,description,census,2462 BANCROFT,055-1878-020-00,2022-10-29,,,Closed,2026-07-08,SB 330 Preliminary Application: Removal of existing two-story commercial structure & construction of a new eight-story mixed-use building with 66 dwelling units,Planning_2022-10-27_2022-10-30
DRCP2022-0018,Planning,census,Design Review Committee Preliminary,screen,132,description,capdetail,2420 SHATTUCK Ave,,2022-10-28,,,Approved,2026-09-21,Demolish two non-residential buildings and construct a 17-stroy mixed-use residential building with ground-floor commercial and 132 dwelling units utilizing Sta,Planning_2022-10-27_2022-10-30
ZP2022-0149,Planning,census,Zoning Permit,screen,132,description,capdetail,2420 SHATTUCK Ave,,2022-10-28,,,In Review,2026-09-21,Demolish two non-residential buildings and construct a 17-story mixed-use residential building with ground-floor commercial and 132 dwelling units utilizing Sta,Planning_2022-10-27_2022-10-30
PLN2022-0101,Planning,census,Pre-Application,screen,82,description,capdetail,1708 HARMON St,,2022-10-27,,,Closed,2026-09-21,"SB 35 Preliminary Development Application to demolish three non-residential buildings, and construct a 100% affordable residential, five-story building for seni",Planning_2022-10-27_2022-10-30
DRCP2022-0017,Planning,census,Design Review Committee Preliminary,screen,28,description,census,2480 Bancroft Mixed Use Buiilding,055-1878-022-00,2022-10-27,,,Approved,2026-07-08,Demolish an existing one story retail building and construct a new eight story mixed-use building with 28 residential units. Proposed restaurant space on the fi,Planning_2022-10-27_2022-10-30
ZP2022-0148,Planning,census,Zoning Permit,screen,28,description,census,2480 Bancroft Mixed Use Buiilding,055-1878-022-00,2022-10-27,,,Approved,2026-07-08,Demolish an existing one story retail building and construct a new eight story mixed-use building with 28 residential units. Proposed restaurant space on the fi,Planning_2022-10-27_2022-10-30
PLN2022-0109,Planning,census,Pre-Application,screen,68,description,census,2159 DWIGHT,055-1890-007-00,2022-11-15,,,Closed,2026-07-08,SB 330 Preliminary Application for the development of a 6-story - 68-unit residential apartment building that combines a total of four parcels with 8 units curr,Planning_2022-11-12_2022-11-15
ZP2022-0163,Planning,census,Zoning Permit,screen,2,description,census,2337 Grant Street,055-1904-020-00,2022-11-18,,,Withdrawn,2026-07-08,Legalization of addition to rear building (NOV issued); alter roofline of a portion of the building (sloped to flat roof) and cover stairwell which leads to the,Planning_2022-11-16_2022-11-19
DRCP2022-0019,Planning,census,Design Review Committee Preliminary,screen,6,description,census,805 JONES STREET,059-2326-012-00,2022-11-17,,,Approved,2026-07-08,"Construction of three (3) new duplex residences, total of 6 residential units. Second story addition to existing commercial building",Planning_2022-11-16_2022-11-19
PLN2022-0112,Planning,census,Pre-Application,screen,65,description,census,2201 SAN PABLO,056-1983-038-01,2022-11-28,,,Closed,2026-07-08,"SB 330 Preliminary Application for the construction of a 6-story, 48,290 sq. ft. mixed-use residential development with 65 residential units, and commercial spa",Planning_2022-11-28_2022-12-01
ZP2022-0171,Planning,census,Zoning Permit,screen,223,description,capdetail,2601 SAN PABLO Ave,,2022-12-02,,,In Review,2026-09-21,"Demolish existing development (includes vacant residential) to construct an 8-story mixed-use building 223 dwelling units over a 1,940 commercial space, utilizi",Planning_2022-12-02_2022-12-05
DRCP2022-0020,Planning,census,Design Review Committee Preliminary,screen,144,description,capdetail,3030 TELEGRAPH Ave,,2022-12-02,,,Approved,2026-09-21,"To demolish one commercial and two residential buildings and construct a 5-story mixed use building with 144 dwelling units and ground floor retail, utilizing S",Planning_2022-12-02_2022-12-05
ZP2022-0170,Planning,census,Zoning Permit,screen,144,description,census,2330 Webster,052-1576-027-01,2022-12-02,,,Approved,2026-07-08,"Demolish a one-story medical office building and two duplexes containing four units (2330 Webster Street and 2334-2336 Webster Street), and construct a five-sto",Planning_2022-12-02_2022-12-05
ZP2022-0175,Planning,census,Zoning Permit,screen,599,description,census,1998 Shattuck,057-2053-003-01,2022-12-12,,,Void,2026-07-08,SB 330 pre-application. Removal of existing structures and new construction of a 28-story mixed-use housing development with 599 dwelling units and a rooftop re,Planning_2022-12-10_2022-12-13
PLN2022-0120,Planning,census,Pre-Application,screen,219,description,capdetail,2015 BLAKE St,,2022-12-16,,,Closed,2026-09-21,"SB 330 Preliminary Application: Modify ZP2020-0072 and demolish existing structures, retain two Victorian homes, and construct a residential project with one th",Planning_2022-12-14_2022-12-17
PLN2022-0118,Planning,census,Pre-Application,screen,599,description,census,1998 SHATTUCK,057-2053-003-01,2022-12-14,,,Closed,2026-07-08,SB 330 Preliminary Application. Removal of existing structures and new construction of a 28-story mixed-use housing development with 599 dwelling units and a ro,Planning_2022-12-14_2022-12-17
ZP2022-0178,Planning,census,Zoning Permit,screen,219,description,census,2015 BLAKE,055-1822-013-04,2022-12-19,,,Approved,2026-07-08,"SB 330 / Modify ZP2020-0072 and demolish existing structures, retain two Victorian homes, and construct a residential project with one three-story building and ",Planning_2022-12-18_2022-12-21
DRCP2022-0021,Planning,census,Design Review Committee Preliminary,screen,41,description,census,2712 TELEGRAPH AVENUE,054-1714-005-01,2022-12-27,,,Denied,2026-07-08,"Demolition of two existing two-story commercial structures and construction, with the State of California Density Bonus, of a new 6-story residential building w",Planning_2022-12-26_2022-12-29
ZP2022-0179,Planning,census,Zoning Permit,screen,40,description,census,2712 TELEGRAPH AVENUE,054-1714-005-01,2022-12-27,,,Approved,2026-07-08,"Use Permit #ZP2022-0179 to demolish two non-residential structures and construct a 41,065 square-foot, six-story (70 feet) mixed-use residential building contai",Planning_2022-12-26_2022-12-29
PLN2023-0001,Planning,census,Pre-Application,screen,105,description,census,2109 MILVIA,057-2023-016-01,2023-01-10,,,Closed,2026-07-08,"Removal of existing parking lot and construction of a new 14-story mixed-use building with 105 dwelling units, ground floor level lobbies and commercial space w",Planning_2023-01-07_2023-01-10
ZP2023-0003,Planning,census,Zoning Permit,screen,105,description,census,2109 MILVIA,057-2023-016-01,2023-01-10,,,Void,2026-07-08,"Removal of existing parking lot and construction of a new 14-story mixed-use building containing 105 dwelling units, ground floor lobbies and commercial space w",Planning_2023-01-07_2023-01-10
PLN2023-0008,Planning,census,Pre-Application,screen,16,description,capdetail,2800 TELEGRAPH Ave,,2023-01-31,,,Closed,2026-09-21,"SB 330 Preliminary Application - To demolish an existing non-residential structure and construct a 19,936 square-foot, six-story residential building containing",Planning_2023-01-31_2023-02-03
ZP2023-0024,Planning,census,Zoning Permit,screen,69,description,census,2310 ELLSWORTH,055-1886-002-00,2023-02-17,,,Approved,2026-07-08,"Demolish two residential buildings with a total of 12 dwelling units and construct a 7-story residential apartment building (72,500 square feet) and 69 dwelling",Planning_2023-02-16_2023-02-19
PLN2023-0018,Planning,census,Pre-Application,screen,40,description,census,2712 Telegraph,054-1714-005-01,2023-03-03,,,Closed,2026-07-08,"SB 330 Preliminary Application: demolition of two existing, two-story commercial structures and the construction of a new six-story mixed use building with 40 d",Planning_2023-02-28_2023-03-03
DRCP2023-0003,Planning,census,Design Review Committee Preliminary,screen,599,description,census,98 SHATTUCK,,2023-03-17,,,Approved,2026-07-08,"Submission of Preliminary Design Review application in conjunction with ZP2023-0040. Demolition of structures at the following addresses: 1950,1974,1984,1998 Sh",Planning_2023-03-16_2023-03-19
ZP2023-0040,Planning,census,Zoning Permit,screen,599,description,census,98 SHATTUCK,,2023-03-17,,,Approved,2026-07-08,"Demolition of structures at the following addresses: 1950,1974,1984,1998 Shattuck Ave & 2071 University. Construction of a 28-story, 28,319 sq ft mixed-use buil",Planning_2023-03-16_2023-03-19
DRSA2023-0004,Planning,census,Design Review Signs and Awnings,screen,169,description,capdetail,2150 KITTREDGE St,,2023-03-21,,,Approved,2026-09-21,"169 Unit multi-family development with approximately 15,000 sqft of commercial space in a 7 story 75' building. Sign program.",Planning_2023-03-20_2023-03-23
PLN2023-0026,Planning,census,Pre-Application,screen,75,description,capdetail,2550 SHATTUCK Ave,,2023-03-30,,,Closed,2026-09-21,SB 330 Preliminary Application to demolish a commercial building and construct a 7-story 75-foot high mixed-use building with 75 dwelling units using a State De,Planning_2023-03-28_2023-03-31
PLN2023-0034,Planning,census,Pre-Application,screen,78,description,census,2660 BANCROFT,,2023-04-14,,,Closed,2026-07-08,"SB 330 Preliminary Application for a proposed project of 78 residential units in an 8-story building with approximately 32,000 square feet that includes afforda",Planning_2023-04-13_2023-04-16
PLN2023-0033,Planning,census,Pre-Application,screen,15,description,census,2680 Bancroft,055-1871-001-03,2023-04-14,,,Closed,2026-07-08,"SB 330 Preliminary Application for proposed project of conversion of Bancroft Hotel into a residential building. Proposed project will have approximately 15,800",Planning_2023-04-13_2023-04-16
DRCP2023-0004,Planning,census,Design Review Committee Preliminary,screen,66,description,census,2159 Dwight,055-1890-007-00,2023-04-26,,,Approved,2026-07-08,The project proposes the demolition of two of the existing four residential apartment buildings ion the C-SA Zoning District. Both buildings to be demolished co,Planning_2023-04-25_2023-04-28
ZP2023-0057,Planning,census,Zoning Permit,screen,66,description,census,2159 Dwight,055-1890-007-00,2023-04-26,,,Approved,2026-07-08,"Demolish two of the existing four residential buildings (demolish eight units and retain eight units) and replace with a new 72,251 square foot, six-story (71-f",Planning_2023-04-25_2023-04-28
PLN2023-0038,Planning,census,Pre-Application,screen,207,description,capdetail,1598 UNIVERSITY Ave,,2023-05-05,,,Closed,2026-09-21,"SB330 Preliminary Application superseding PLN2022-0008. Demolish a non-residential structure and construct a 127,492 square-foot, eight-story (89 feet- 2 inches",Planning_2023-05-03_2023-05-06
DRCP2023-0005,Planning,census,Design Review Committee Preliminary,screen,84,description,capdetail,2720 SAN PABLO Ave,,2023-05-03,,,Application Complete,2026-09-21,"Demolish the existing non-residential building, and build an eight-story (89 foot) mixed-use building with 84 dwelling units, including nine Very Low-Income uni",Planning_2023-05-03_2023-05-06
ZP2023-0058,Planning,census,Zoning Permit,screen,84,description,capdetail,2720 San Pablo Density Bonus Project,,2023-05-03,,,Under Review,2026-09-21,"Demolish the existing non-residential building, and build an eight-story (89 foot) mixed-use building with 84 dwelling units, including nine Very Low-Income uni",Planning_2023-05-03_2023-05-06
DRCP2023-0006,Planning,census,Design Review Committee Preliminary,screen,74,description,census,2037 DURANT AVE,055-1894-002-00,2023-05-11,,,Approved,2026-07-08,"Demolish 1-story commercial building, 13,000 sq. ft and construction of an 8-story building, 76,373 sq ft, with 1552 sq ft of ground commercial floor space and ",Planning_2023-05-11_2023-05-14
ZP2023-0064,Planning,census,Zoning Permit,screen,74,description,census,2037 DURANT AVE,055-1894-002-00,2023-05-11,,,Approved,2026-07-08,"Demolish 1-story 13,000 square foot commercial building, and construct an 8-story (90 feet), 76,373 square foot mixed-use building with 1,552 square feet of gro",Planning_2023-05-11_2023-05-14
ZP2023-0063,Planning,census,Zoning Permit,screen,3,description,capdetail,1850 Berryman Street,,2023-05-11,,,Incomplete Pending Applicant,2026-09-21,"construct a new 3-unit building on a vacant lot (recently split form LM site 1300 MLK) above 28' in height (33'-5""), and place a parking spot within the require",Planning_2023-05-11_2023-05-14
PLN2023-0045,Planning,census,Pre-Application,screen,201,description,census,2100 Milvia,057-2022-017-01,2023-05-18,,,Closed,2026-07-08,"SB 330 Preliminary Application for an 8-story mixed use building with 201 units, ground floor commercial. 3 live/work units, and 9 parking spaces.",Planning_2023-05-15_2023-05-18
ZP2023-0068,Planning,census,Zoning Permit,screen,52,description,census,2587 TELEGRAPH AVE,055-1839-019-01,2023-05-17,,,Approved,2026-07-08,Construction of 8-story mixed-use development with 52 dwelling units and 2500 sf of ground-floor commercial space. This project includes residential amenities a,Planning_2023-05-15_2023-05-18
DRCP2023-0007,Planning,census,Design Review Committee Preliminary,screen,17,description,capdetail,1790 UNIVERSITY Ave,,2023-05-20,,,Application Complete,2026-09-21,"Demolish two nonresidential structures and one single-family residence, and construct a 5-story (56 feet) mixed-use building with 17 dwelling units (two VLI) an",Planning_2023-05-19_2023-05-22
ZP2023-0070,Planning,census,Zoning Permit,screen,17,description,capdetail,1790 UNIVERSITY Ave,,2023-05-20,,,Under Review,2026-09-21,"Demolish two nonresidential structures and one single-family residence, and construct a 5-story (56 feet) mixed-use building with 17 dwelling units (two VLI) an",Planning_2023-05-19_2023-05-22
DRCP2023-0008,Planning,census,Design Review Committee Preliminary,screen,227,description,census,2274 SHATTUCK AVENUE,057-2028-003-00,2023-05-30,,,Approved,2026-07-08,"Partial demo of existing commercial structures to construct a new 17-story mixed-used building with 227 dwelling units, ground level lobbies, commercial space, ",Planning_2023-05-27_2023-05-30
ZP2023-0079,Planning,census,Zoning Permit,screen,227,description,census,2274 SHATTUCK AVENUE,057-2028-003-00,2023-05-30,,,Approved,2026-07-08,"Partial demo of existing commercial structures to construct a new 17-story mixed-used building with 227 dwelling units, ground level lobbies, commercial space, ",Planning_2023-05-27_2023-05-30
DRCP2023-0009,Planning,census,Design Review Committee Preliminary,screen,52,description,census,2587 TELEGRAPH AVENUE,055-1839-019-01,2023-06-01,,,Approved,2026-07-08,Construction of 8-story mixed-use development with 52 dwelling units and 2500 sf of ground-floor commercial space. This project includes residential amenities a,Planning_2023-05-31_2023-06-03
DRCF2023-0001,Planning,census,Design Review Committee Final,screen,68,description,census,1752 Shattuck Final Design Review,058-2176-001-01,2023-06-27,,,Approved,2026-07-08,"Removal of an existing one story commercial structure and construction of a new seven story mixed use building with 68 dwelling units, ground level lobbies, com",Planning_2023-06-24_2023-06-27
ZP2023-0096,Planning,census,Zoning Permit,screen,37,description,capdetail,2680 BANCROFT WAY,055-1871-001-03,2023-06-30,,,Incomplete Pending Applicant,2026-09-21,"Conversion of the Bancroft Hotel (17,466 SF) into a residential building, with 15 dwelling units and 22 Group Living Accommodation rooms for a total of 37 units",Planning_2023-06-28_2023-07-01
DRCF2023-0002,Planning,census,Design Review Committee Final,screen,187,description,census,2065 Kittredge Street,057-2027-006-00,2023-06-28,,,Approved,2026-07-08,"Final Design Review. Use Permit ZP2021-0193 to demolish portions of existing City Landmark commercial buildings and construct an 8-story, mixed-use building wit",Planning_2023-06-28_2023-07-01
DRCP2023-0013,Planning,census,Design Review Committee Preliminary,screen,66,description,census,2462 BANCROFT WAY,055-1878-020-00,2023-07-17,,,Approved,2026-07-08,"Removal of existing 2-story commercial structure & construction of a new 8-story mixed-use building with 66 dwelling units, ground level lobbies, and commercial",Planning_2023-07-14_2023-07-17
ZP2023-0107,Planning,census,Zoning Permit,screen,66,description,census,2462 BANCROFT WAY,055-1878-020-00,2023-07-17,,,Approved,2026-07-08,"Use Permit #ZP2023-0107 to demolish an existing non-residential structure and construct at 40,086 square foot, eight-story (88 feet 6 inches) mixed use resident",Planning_2023-07-14_2023-07-17
PLN2023-0059,Planning,census,Pre-Application,screen,110,description,census,2530 BANCROFT,055-1877-016-01,2023-08-14,,,Closed,2026-07-08,SB 330 Preliminary Application - Removal of existing commercial structure and new construction of a 12-story mixed-use housing development with 110 dwelling uni,Planning_2023-08-11_2023-08-14
PLN2023-0065,Planning,census,Pre-Application,screen,54,description,capdetail,1740 SAN PABLO,058-2127-014-03,2023-08-25,,,Under Review,2026-09-21,"SB 35 Preliminary Development Application (Modification): Demolition of existing 1 story commercial structure. Construction of a 6-story, 54 units, Mixed-Use Re",Planning_2023-08-23_2023-08-26
PLN2023-0061,Planning,census,Pre-Application,screen,39,description,census,2320 CHANNING,055-1883-026-00,2023-08-24,,,Closed,2026-07-08,Misc. Pre-Application regarding a development of a property with a base configuration of 26 flats with a Density bonus addition of 13 flats for a total of 39 fl,Planning_2023-08-23_2023-08-26
DRCP2023-0014,Planning,census,Design Review Committee Preliminary,screen,110,description,census,2530 BANCROFT WAY,055-1877-016-01,2023-09-06,,,Approved,2026-07-08,SB-330 PROJECT: Removal of existing commercial structure. Construction of a new 12-story mixed use housing development over ground-level commercial and lobbies ,Planning_2023-09-04_2023-09-07
ZP2023-0126,Planning,census,Zoning Permit,screen,110,description,census,2530 BANCROFT WAY,055-1877-016-01,2023-09-06,,,Approved,2026-07-08,SB-330 PROJECT: Removal of existing commercial structure. Construction of a new 12-story mixed use housing development over ground-level commercial and lobbies ,Planning_2023-09-04_2023-09-07
DRCF2023-0005,Planning,census,Design Review Committee Final,screen,28,description,census,2480 BANCROFT WAY,055-1878-022-00,2023-09-08,,,Approved,2026-07-08,Demolish an existing one story retail building and construct a new eight story mixed-use building with 28 residential units. Proposed restaurant space on the fi,Planning_2023-09-08_2023-09-11
DRCP2023-0015,Planning,census,Design Review Committee Preliminary,screen,72,description,census,2550 SHATTUCK AVE,055-1821-001-01,2023-09-25,,,Approved,2026-07-08,"Use permit for SB-330 project that demos two existing two story commercial structures, to construct a seven-story mixed-use development with 72 dwelling units, ",Planning_2023-09-24_2023-09-27
ZP2023-0138,Planning,census,Zoning Permit,screen,72,description,census,2550 SHATTUCK AVE,055-1821-001-01,2023-09-25,,,Approved,2026-07-08,"Demolish a two-story (25 feet) 14,296 square-foot non-residential building, and construct a seven-story (75 feet) 68,672 square-foot mixed-use building, with 72",Planning_2023-09-24_2023-09-27
PLN2023-0073,Planning,census,Pre-Application,screen,111,description,census,2480 SHATTUCK,055-1897-001-03,2023-10-30,,,Closed,2026-07-08,SB 330 Preliminary Application: Eight Story Mixed-Use with 111 residential units above 2000 sq ft of retail space; 3750 sq ft of residential amenities and lobbi,Planning_2023-10-30_2023-11-02
PLN2023-0080,Planning,census,Pre-Application,screen,66,description,capdetail,2462 BANCROFT Way,,2023-11-16,,,Closed,2026-09-21,SB 330 Preliminary Application for the removal of existing two-story commercial structure and construction of a new eight- story mixed-use building with 66 dwel,Planning_2023-11-15_2023-11-18
PLN2023-0081,Planning,census,Pre-Application,screen,293,description,census,2700 SHATTUCK,054-1723-001-00,2023-11-21,,,Closed,2026-07-08,SB 330 Preliminary Application: Removal of existing commercial structures and new construction of a 9-story mixed-use housing development with 293 dwelling unit,Planning_2023-11-19_2023-11-22
PLN2023-0083,Planning,census,Pre-Application,screen,599,description,census,1998 Shattuck,057-2053-003-01,2023-11-30,,,Closed,2026-07-08,"SB 330 Preliminary Application: Demolition of structures at the following addresses: 1950,1974,1984,1998 Shattuck Ave & 2071 University. Construction of a 28-st",Planning_2023-11-27_2023-11-30
PLN2023-0086,Planning,census,Pre-Application,screen,95,description,capdetail,2655 SHATTUCK Ave,,2023-12-04,,,Closed,2026-09-21,"SB 330 Preliminary Application: • Demolition of one commercial building • Eight-story building (83,325 square feet) mixed-use/residential building • 95 units • ",Planning_2023-12-01_2023-12-04
PLN2023-0085,Planning,census,Pre-Application,screen,80,description,capdetail,2955 SHATTUCK Ave,,2023-12-04,,,Closed,2026-09-21,"SB 330 Preliminary Application to: Demolish two - 1 story commercial buildings and one - 2 story commercial building and build a eight story 78,072 SQFT (GFA) -",Planning_2023-12-01_2023-12-04
PLN2023-0084,Planning,census,Pre-Application,screen,19,description,capdetail,2417 CARLETON St COM * View Additional Locations>>1) 2417 CARLETON St 1 2) 2417 CARLETON St 2 3) 2417 CARLETON St 3 4) 2417 CARLETON St 4 5) 2417 CARLETON St 5 6) 2614 TELEGRAPH Ave,,2023-12-01,,,Closed,2026-09-21,"SB 330 Preliminary Application to demolish a residential building and a commercial building, and construct a four-story 29,479 sq. ft. mixed-use/residential bui",Planning_2023-12-01_2023-12-04
PLN2023-0090,Planning,census,Pre-Application,screen,132,description,capdetail,2420 SHATTUCK Ave,,2023-12-08,,,Closed,2026-09-21,"SB 330 Preliminary Application for demolition of 2 commercial buildings and construct a 17-story building (181 feet, 3 inches in height) with mixed-use building",Planning_2023-12-05_2023-12-08
PLN2023-0089,Planning,census,Pre-Application,screen,223,description,capdetail,2601 SAN PABLO Ave,,2023-12-08,,,Closed,2026-09-21,"SB 330 Preliminary Application: Demolition of a 2-unit residential building and construction of an 8-story mixed-use building (86,336 gross square-feet) with 22",Planning_2023-12-05_2023-12-08
DRCP2023-0018,Planning,census,Design Review Committee Preliminary,screen,201,description,census,2108 MILVIA,057-2022-003-01,2023-12-12,,,Approved,2026-07-08,"Proposed construction of a 209,296 sq ft, Mixed-used residential and commercial building with 201 Apartments, 4 ground floor live-work units and 1 commercial sp",Planning_2023-12-09_2023-12-12
ZP2023-0163,Planning,census,Zoning Permit,screen,201,description,capdetail,2100 MILVIA St,,2023-12-12,,,Approved,2026-09-21,"Demolish existing two story office building to allow for construction of a new mixed use eight-story development with 201 dwelling units, 4 live-work units, 1 c",Planning_2023-12-09_2023-12-12
