"SitusStree","the_geom","DATE_UPDAT","APN","SitusStr_1","SitusUnit","SitusCity","SitusZip","UseCode","BuildingAr","LotSize","SitusAddre","Longitude","Latitude","PARCELID","EXT_MIN_X","EXT_MIN_Y","EXT_MAX_X","EXT_MAX_Y"
"2327","MULTIPOLYGON (((-122.29434692459351 37.862948743790184, -122.29432675353345 37.862902354067906, -122.29478705863679 37.86281020299824, -122.29481200577159 37.862910767390815, -122.29436387043798 37.86300478957104, -122.29434692459351 37.862948743790184)))",,"56-1938-28","7TH ST",,"BERKELEY","94710","1100","1,111","5,400","2327 7TH ST BERKELEY 94710","-122.29457162","37.86290698","056 193802800","562,029.0898","4,190,828.0194","562,071.7807","4,190,849.8904"
"919","MULTIPOLYGON (((-122.29370995661989 37.86246948745192, -122.29379448107662 37.86245447687243, -122.29373046185162 37.862242564558095, -122.2938252073454 37.86222052929048, -122.2939006003797 37.862472775077606, -122.29371956817675 37.86250848912309, -122.29370995661989 37.86246948745192)))",,"56-1938-17","CHANNING WAY",,"BERKELEY","94710","1100","1,009","3,136","919 CHANNING WAY BERKELEY 94710","-122.2938086","37.86237144","056 193801700","562,109.6266","4,190,763.2338","562,126.3989","4,190,795.2537"
"2337","MULTIPOLYGON (((-122.29419936027618 37.862505999897685, -122.29417302578955 37.86241988201034, -122.29427298606154 37.862398445459576, -122.29445396344042 37.86236067528114, -122.29448499819279 37.86235470721046, -122.29462292194881 37.86232719688689, -122.29466949959445 37.86246245733209, -122.29421449664366 37.862558645990745, -122.29419936027618 37.862505999897685)))",,"56-1938-24","7TH ST",,"BERKELEY","94710","2500","1,814","6,750","2337 7TH ST BERKELEY 94710","-122.29441941","37.86244195","056 193802400","562,042.0008","4,190,774.5382","562,085.7077","4,190,800.4894"
"2335","MULTIPOLYGON (((-122.29422577655048 37.862594872623106, -122.29421449664366 37.862558645990745, -122.29466949959445 37.86246245733209, -122.29471092845651 37.86259916683961, -122.29425747286369 37.86268846642316, -122.29422577655048 37.862594872623106)))",,"56-1938-25","7TH ST",,"BERKELEY","94710","2400","2,496","7,020","2335 7TH ST BERKELEY 94710","-122.29446466","37.86257677","056 193802500","562,038.242","4,190,789.5146","562,081.9434","4,190,814.8646"
"2336","MULTIPOLYGON (((-122.29377589711109 37.86268891907316, -122.29422577655048 37.862594872623106, -122.29425747286369 37.86268846642316, -122.29426305389622 37.862704176984636, -122.29381323715207 37.86280028520843, -122.29377589711109 37.86268891907316)))",,"56-1938-13-2","8TH ST",,"BERKELEY","94710","2200","2,372","5,670","2336 8TH ST BERKELEY 94710","-122.29401879","37.86269722","056 193801302","562,077.5501","4,190,804.5013","562,120.4144","4,190,827.5666"
"2331","MULTIPOLYGON (((-122.29426305389622 37.862704176984636, -122.29425747286369 37.86268846642316, -122.29471092845651 37.86259916683961, -122.29474462977667 37.86270372234298, -122.294292965288 37.86279504537735, -122.29426305389622 37.862704176984636)))",,"56-1938-26","7TH ST",,"BERKELEY","94710","1100","1,509","5,400","2331 7TH ST BERKELEY 94710","-122.29450078","37.86269673","056 193802600","562,035.1899","4,190,804.6552","562,078.0542","4,190,826.6661"
"2338","MULTIPOLYGON (((-122.2937477113002 37.8625980185399, -122.29419936027618 37.862505999897685, -122.29421449664366 37.862558645990745, -122.29422577655048 37.862594872623106, -122.29377589711109 37.86268891907316, -122.2937477113002 37.8625980185399)))",,"56-1938-14","8TH ST",,"BERKELEY","94710","1200","1,092","4,590","2338 8TH ST BERKELEY 94710","-122.29398612","37.86259715","056 193801400","562,080.9208","4,190,794.6583","562,122.97","4,190,815.2352"
"912","MULTIPOLYGON (((-122.29439856275603 37.86350829987053, -122.29451404369799 37.863483885427826, -122.29453129923661 37.86348087665119, -122.29461914278721 37.86374666727775, -122.29448290980926 37.86377208318997, -122.29439856275603 37.86350829987053)))",,"56-1938-4","BANCROFT WAY",,"BERKELEY","94710","1100","648","4,000","912 BANCROFT WAY BERKELEY 94710","-122.2945082","37.86362727","056 193800400","562,045.3536","4,190,902.6017","562,064.956","4,190,934.9437"
"2322","MULTIPOLYGON (((-122.29389178193142 37.863039438758584, -122.29434692459351 37.862948743790184, -122.29436387043798 37.86300478957104, -122.29436759052864 37.86301572653646, -122.29410220622756 37.863072634257165, -122.29409666808257 37.863058983402986, -122.29393977982178 37.863090208975514, -122.29390700625679 37.86309619891928, -122.29389178193142 37.863039438758584)))",,"56-1938-11","8TH ST",,"BERKELEY","94710","1100","1,144","3,240","2322 8TH ST BERKELEY 94710","-122.29413839","37.86302452","056 193801100","562,068.0935","4,190,843.6833","562,109.9267","4,190,860.3363"
"913","MULTIPOLYGON (((-122.2939536365765 37.86219595780567, -122.29409420104116 37.86216905067797, -122.29417302578955 37.86241988201034, -122.2940305688194 37.86244754037678, -122.29402019583303 37.86241385810865, -122.2939681649634 37.86224355033546, -122.2939536365765 37.86219595780567)))",,"56-1938-19-2","CHANNING WAY",,"BERKELEY","94710","1100","1,580","4,500","913 CHANNING WAY BERKELEY 94710","-122.29406292","37.86230842","056 193801902","562,085.7077","4,190,757.3432","562,105.1937","4,190,788.2844"
"921","MULTIPOLYGON (((-122.29373046185162 37.862242564558095, -122.29379448107662 37.86245447687243, -122.29370995661989 37.86246948745192, -122.29364249374188 37.8622583304482, -122.29373046185162 37.862242564558095)))",,"56-1938-16","CHANNING WAY",,"BERKELEY","94710","1100","1,381","2,262","921 CHANNING WAY BERKELEY 94710","-122.29371913","37.8623555","056 193801600","562,118.9765","4,190,765.7417","562,132.5104","4,190,790.9328"
"2323","MULTIPOLYGON (((-122.29438831875665 37.8630847646022, -122.29436759052864 37.86301572653646, -122.29436387043798 37.86300478957104, -122.29481200577159 37.862910767390815, -122.29484930118115 37.86302007257447, -122.29439585343371 37.863109368215696, -122.29438831875665 37.8630847646022)))",,"56-1938-29","7TH ST",,"BERKELEY","94710","2200","1,337","5,400","2323 7TH ST BERKELEY 94710","-122.29460726","37.86301093","056 193802900","562,025.7176","4,190,839.1606","562,068.4299","4,190,861.4723"
"2319","MULTIPOLYGON (((-122.29439585343371 37.863109368215696, -122.29484930118115 37.86302007257447, -122.29488829972877 37.86312865969866, -122.29442962157164 37.86321666954138, -122.29439585343371 37.863109368215696)))",,"56-1938-30","7TH ST",,"BERKELEY","94710","2200","1,337","5,400","2319 7TH ST BERKELEY 94710","-122.29464156","37.86311863","056 193803000","562,022.1962","4,190,851.2634","562,065.5289","4,190,873.3551"
"2320","MULTIPOLYGON (((-122.29390700625679 37.86309619891928, -122.29393977982178 37.863090208975514, -122.29409666808257 37.863058983402986, -122.29410220622756 37.863072634257165, -122.29436759052864 37.86301572653646, -122.29438831875665 37.8630847646022, -122.2939349797411 37.863178174423425, -122.29390700625679 37.86309619891928)))",,"56-1938-10","8TH ST",,"BERKELEY","94710","1100","1,210","3,645","2320 8TH ST BERKELEY 94710","-122.29413979","37.86309652","056 193801000","562,066.2123","4,190,851.1014","562,108.5399","4,190,869.413"
"911","MULTIPOLYGON (((-122.29409420104116 37.86216905067797, -122.29419760913134 37.86214688858832, -122.29427298606154 37.862398445459576, -122.29417302578955 37.86241988201034, -122.29409420104116 37.86216905067797)))",,"56-1938-20","CHANNING WAY",,"BERKELEY","94710","1100","912","2,700","911 CHANNING WAY BERKELEY 94710","-122.29418424","37.86228286","056 193802000","562,076.9329","4,190,754.8155","562,092.8518","4,190,785.1209"
"917","MULTIPOLYGON (((-122.2938252073454 37.86222052929048, -122.2939536365765 37.86219595780567, -122.2939681649634 37.86224355033546, -122.29402019583303 37.86241385810865, -122.2940305688194 37.86244754037678, -122.2939006003797 37.862472775077606, -122.2938252073454 37.86222052929048)))",,"56-1938-19-3","CHANNING WAY",,"BERKELEY","94710","1100","907","3,600","917 CHANNING WAY BERKELEY 94710","-122.29392755","37.86233447","056 193801903","562,098.2154","4,190,760.4221","562,116.4701","4,190,791.1707"
"2315","MULTIPOLYGON (((-122.29442962157164 37.86321666954138, -122.29488829972877 37.86312865969866, -122.2949243794234 37.86325927047441, -122.29447458424148 37.86335606992395, -122.29442962157164 37.86321666954138)))",,"56-1938-31","7TH ST",,"BERKELEY","94710","2600","3,789","6,750","2315 7TH ST BERKELEY 94710","-122.29467638","37.86324059","056 193803100","562,018.9131","4,190,863.2854","562,062.4686","4,190,888.7919"
"2345","MULTIPOLYGON (((-122.2943820191921 37.86210768710876, -122.29454753114119 37.862074950659064, -122.29458877597415 37.86220480206817, -122.29441982376574 37.86223895912738, -122.2943820191921 37.86210768710876)))",,"56-1938-22","7TH ST",,"BERKELEY","94710","1100","728","2,700","2345 7TH ST BERKELEY 94710","-122.29448454","37.86215685","056 193802200","562,049.3175","4,190,746.6012","562,067.5859","4,190,764.8831"
"910","MULTIPOLYGON (((-122.29453129923661 37.86348087665119, -122.29466921225037 37.86345268484419, -122.29475528760382 37.86371713176608, -122.29461914278721 37.86374666727775, -122.29453129923661 37.86348087665119)))",,"56-1938-3","BANCROFT WAY",,"BERKELEY","94710","1100","1,128","4,000","910 BANCROFT WAY BERKELEY 94710","-122.2946436","37.86359916","056 193800300","562,033.4029","4,190,899.3821","562,053.3033","4,190,932.0332"
"2305","MULTIPOLYGON (((-122.29483468563544 37.863418572403944, -122.29497087036913 37.86339109903833, -122.29505528310136 37.86365761687956, -122.29492081918274 37.86368508352015, -122.29483468563544 37.863418572403944)))",,"56-1938-1","7TH ST",,"BERKELEY","94710","3200","2,440","4,000","2305 7TH ST BERKELEY 94710","-122.29494532","37.86353783","056 193800100","562,007.0648","4,190,892.3486","562,026.6692","4,190,924.9999"
"2340","MULTIPOLYGON (((-122.29371956817675 37.86250848912309, -122.2939006003797 37.862472775077606, -122.2940305688194 37.86244754037678, -122.29417302578955 37.86241988201034, -122.29419936027618 37.862505999897685, -122.2937477113002 37.8625980185399, -122.29371956817675 37.86250848912309)))",,"56-1938-15","8TH ST",,"BERKELEY","94710","1100","1,196","4,590","2340 8TH ST BERKELEY 94710","-122.29395834","37.86250832","056 193801500","562,083.319","4,190,785.1209","562,125.5207","4,190,805.1684"
"907","MULTIPOLYGON (((-122.29419760913134 37.86214688858832, -122.2943820191921 37.86210768710876, -122.29441982376574 37.86223895912738, -122.29445396344042 37.86236067528114, -122.29427298606154 37.862398445459576, -122.29419760913134 37.86214688858832)))",,"56-1938-21","CHANNING WAY",,"BERKELEY","94710","1100","1,026","5,400","907 CHANNING WAY BERKELEY 94710","-122.29432667","37.86225298","056 193802100","562,061.0453","4,190,750.3434","562,083.7743","4,190,782.676"
"2314","MULTIPOLYGON (((-122.29397614911302 37.8633052784248, -122.29442962157164 37.86321666954138, -122.29447458424148 37.86335606992395, -122.2940211930444 37.863448112491184, -122.29397614911302 37.8633052784248)))",,"56-1938-8","8TH ST",,"BERKELEY","94710","2700","2,316","5,924","2314 8TH ST BERKELEY 94710","-122.29422453","37.86333173","056 193800800","562,058.3967","4,190,873.3551","562,102.2825","4,190,899.3057"
"2330","MULTIPOLYGON (((-122.29381323715207 37.86280028520843, -122.29426305389622 37.862704176984636, -122.294292965288 37.86279504537735, -122.29429870817913 37.86281762747158, -122.29385218883927 37.86290682104713, -122.29381323715207 37.86280028520843)))",,"56-1938-13-1","8TH ST",,"BERKELEY","94710","2400","2,940","5,670","2330 8TH ST BERKELEY 94710","-122.29405907","37.86280666","056 193801301","562,074.3187","4,190,816.604","562,117.0364","4,190,839.361"
"2310","MULTIPOLYGON (((-122.2940211930444 37.863448112491184, -122.29447458424148 37.86335606992395, -122.29451404369799 37.863483885427826, -122.29439856275603 37.86350829987053, -122.29422961289137 37.86354176986522, -122.29406235905354 37.86357452694781, -122.2940211930444 37.863448112491184)))",,"56-1938-7","8TH ST",,"BERKELEY","94710","1100","1,021","6,750","2310 8TH ST BERKELEY 94710","-122.29426856","37.86346584","056 193800700","562,054.8186","4,190,888.7919","562,098.2005","4,190,913.3042"
"2311","MULTIPOLYGON (((-122.29447458424148 37.86335606992395, -122.2949243794234 37.86325927047441, -122.29497087036913 37.86339109903833, -122.29483468563544 37.863418572403944, -122.29466921225037 37.86345268484419, -122.29453129923661 37.86348087665119, -122.29451404369799 37.863483885427826, -122.29447458424148 37.86335606992395)))",,"56-1938-35","7TH ST",,"BERKELEY","94710","7390","0","6,620","2311 7TH ST BERKELEY 94710","-122.29472233","37.8633725","056 193803500","562,014.7132","4,190,877.7529","562,058.3967","4,190,902.947"
"928","MULTIPOLYGON (((-122.29380574450659 37.863906989573024, -122.29359429450265 37.863949807917244, -122.29350850003979 37.863683735923495, -122.29371994819137 37.86364091771753, -122.29380574450659 37.863906989573024)))","2010-01-12 14:41:58","56-1937-32","BANCROFT WAY",,"BERKELEY","94710","7390","2,334","6,300","928 BANCROFT WAY BERKELEY 94710","-122.29365712","37.86379536","056 193703200","562,116.7665","4,190,920.8982","562,143.0999","4,190,955.2537"
"2307","MULTIPOLYGON (((-122.29380574450659 37.863906989573024, -122.29371994819137 37.86364091771753, -122.29386091425943 37.863612371137705, -122.29394670991485 37.86387844288966, -122.29380574450659 37.863906989573024)))","2010-01-12 14:42:16","56-1937-1","8TH ST",,"BERKELEY","94710","7700","3,238","4,200","2307 8TH ST BERKELEY 94710","-122.29383333","37.86375968","056 193700100","562,104.391","4,190,917.6371","562,124.5366","4,190,950.3622"
"938","MULTIPOLYGON (((-122.29334068361874 37.86371771886787, -122.29342461919151 37.86370072128082, -122.29350850003979 37.863683735923495, -122.29359429450265 37.863949807917244, -122.29342647750514 37.863983791878, -122.29334068361874 37.86371771886787)))","2010-01-12 14:42:18","56-1937-3","BANCROFT WAY",,"BERKELEY","94710","2100","2,179","5,000","938 BANCROFT WAY BERKELEY 94710","-122.29346749","37.86383376","056 193700300","562,135.3299","4,190,925.7897","562,157.8327","4,190,959.136"
,"MULTIPOLYGON (((-122.29223314215807 37.861429601088595, -122.29267099621343 37.86134054451141, -122.29268596491369 37.86138633095001, -122.29271400943965 37.86147172940061, -122.2922744436357 37.86156150859617, -122.29223314215807 37.861429601088595)))",,"56-1936-35","9TH ST",,"BERKELEY","94710","7390","0","6,462","9TH ST BERKELEY 94710","-122.29247306","37.86145091","056 193603500","562,214.8439","4,190,666.3668","562,257.1783","4,190,691.1475"
"940","MULTIPOLYGON (((-122.29342647750514 37.863983791878, -122.2932586615024 37.8640177747034, -122.29317286704712 37.86375170157129, -122.29334068361874 37.86371771886787, -122.29342647750514 37.863983791878)))","2010-01-12 14:42:20","56-1937-4","BANCROFT WAY",,"BERKELEY","94710","2500","1,853","5,000","940 BANCROFT WAY BERKELEY 94710","-122.29329967","37.86386775","056 193700400","562,150.0627","4,190,929.6719","562,172.5655","4,190,963.0182"
"950","MULTIPOLYGON (((-122.29298836181724 37.86378906371885, -122.29317286704712 37.86375170157129, -122.2932586615024 37.8640177747034, -122.29307406224935 37.86405515534392, -122.29298836181724 37.86378906371885)))","2010-01-12 14:42:21","56-1937-5","BANCROFT WAY",,"BERKELEY","94710","2400","3,069","5,500","950 BANCROFT WAY BERKELEY 94710","-122.29312349","37.86390344","056 193700500","562,164.7954","4,190,933.5541","562,188.7634","4,190,967.2886"
"2311","MULTIPOLYGON (((-122.29350850003979 37.863683735923495, -122.29342461919151 37.86370072128082, -122.2933817542186 37.86356767911189, -122.29381801552957 37.86347933432803, -122.29386091425943 37.863612371137705, -122.29371994819137 37.86364091771753, -122.29350850003979 37.863683735923495)))","2013-07-02","56-1937-26-2","8TH ST",,"BERKELEY","94710","2200","1,598","6,500","2311 8TH ST BERKELEY 94710","-122.29362133","37.86359003","056 193702602","562,112.161","4,190,902.905","562,154.3461","4,190,927.7301"
"2313","MULTIPOLYGON (((-122.29369750742683 37.86336626429778, -122.29377747658704 37.86335361483947, -122.29381801552957 37.86347933432803, -122.2933817542186 37.86356767911189, -122.29333888826808 37.86343463601781, -122.2933352719554 37.86342355994347, -122.29369750742683 37.86336626429778)))","2013-07-02","56-1937-26-1","8TH ST",,"BERKELEY","94710","1100","1,877","7,041","2313 8TH ST BERKELEY 94710","-122.29357315","37.86345695","056 193702601","562,116.0461","4,190,888.9832","562,158.5558","4,190,912.9974"
"2310","MULTIPOLYGON (((-122.29317286704712 37.86375170157129, -122.29298836181724 37.86378906371885, -122.29294551125857 37.86365601787731, -122.2933817542186 37.86356767911189, -122.29342461919151 37.86370072128082, -122.29334068361874 37.86371771886787, -122.29317286704712 37.86375170157129)))","2010-01-12 14:42:27","56-1937-6","9TH ST",,"BERKELEY","94710","2100","2,257","6,500","2310 9TH ST BERKELEY 94710","-122.29318506","37.86367837","056 193700600","562,150.4639","4,190,912.9974","562,192.6444","4,190,937.8224"
"2312","MULTIPOLYGON (((-122.29333888826808 37.86343463601781, -122.2933817542186 37.86356767911189, -122.29294551125857 37.86365601787731, -122.29290266085043 37.86352297201875, -122.29333888826808 37.86343463601781)))","2010-01-12 14:42:29","56-1937-7","9TH ST",,"BERKELEY","94710","2400","2,844","6,500","2312 9TH ST BERKELEY 94710","-122.2931422","37.86354533","056 193700700","562,154.3461","4,190,898.2646","562,196.5254","4,190,923.0893"
"928","MULTIPOLYGON (((-122.29380574450659 37.863906989573024, -122.29359429450265 37.863949807917244, -122.29350850003979 37.863683735923495, -122.29371994819137 37.86364091771753, -122.29380574450659 37.863906989573024)))",,"56-1937-28","BANCROFT WAY",,"BERKELEY","94710","7300","588","0","928 BANCROFT WAY BERKELEY 94710","-122.29365712","37.86379536","056 193702800","562,116.7665","4,190,920.8982","562,143.0999","4,190,955.2537"
"930","MULTIPOLYGON (((-122.29380574450659 37.863906989573024, -122.29359429450265 37.863949807917244, -122.29350850003979 37.863683735923495, -122.29371994819137 37.86364091771753, -122.29380574450659 37.863906989573024)))",,"56-1937-29","BANCROFT WAY",,"BERKELEY","94710","7300","578","0","930 BANCROFT WAY BERKELEY 94710","-122.29365712","37.86379536","056 193702900","562,116.7665","4,190,920.8982","562,143.0999","4,190,955.2537"
"932","MULTIPOLYGON (((-122.29380574450659 37.863906989573024, -122.29359429450265 37.863949807917244, -122.29350850003979 37.863683735923495, -122.29371994819137 37.86364091771753, -122.29380574450659 37.863906989573024)))",,"56-1937-30","BANCROFT WAY",,"BERKELEY","94710","7300","578","0","932 BANCROFT WAY BERKELEY 94710","-122.29365712","37.86379536","056 193703000","562,116.7665","4,190,920.8982","562,143.0999","4,190,955.2537"
"934","MULTIPOLYGON (((-122.29380574450659 37.863906989573024, -122.29359429450265 37.863949807917244, -122.29350850003979 37.863683735923495, -122.29371994819137 37.86364091771753, -122.29380574450659 37.863906989573024)))",,"56-1937-31","BANCROFT WAY",,"BERKELEY","94710","7300","588","0","934 BANCROFT WAY BERKELEY 94710","-122.29365712","37.86379536","056 193703100","562,116.7665","4,190,920.8982","562,143.0999","4,190,955.2537"
"2317","MULTIPOLYGON (((-122.29373155468738 37.86320967763713, -122.29377747658704 37.86335361483947, -122.29369750742683 37.86336626429778, -122.2933352719554 37.86342355994347, -122.29333888826808 37.86343463601781, -122.29333525415396 37.863423519278406, -122.2932946767074 37.863299420822436, -122.29330382152402 37.86329764247928, -122.29373155468738 37.86320967763713)))",,"56-1937-25","8TH ST",,"BERKELEY","94710","2100","1,708","6,858","2317 8TH ST BERKELEY 94710","-122.29354013","37.86332059","056 193702500","562,119.7175","4,190,873.0437","562,162.2309","4,190,898.2646"
"2321","MULTIPOLYGON (((-122.2936882656111 37.86307399133115, -122.29373155468738 37.86320967763713, -122.29330382152402 37.86329764247928, -122.2932946767074 37.863299420822436, -122.29324936843807 37.86316085161926, -122.2932588989026 37.863158925979555, -122.2936882656111 37.86307399133115)))",,"56-1937-24","8TH ST",,"BERKELEY","94710","2100","1,635","6,500","2321 8TH ST BERKELEY 94710","-122.29349011","37.86318615","056 193702400","562,123.8777","4,190,858.0179","562,166.3327","4,190,883.2917"
"2323","MULTIPOLYGON (((-122.29364646023096 37.862942955571846, -122.2936882656111 37.86307399133115, -122.2932588989026 37.863158925979555, -122.29324936843807 37.86316085161926, -122.29320742158536 37.86303256380624, -122.2932107847892 37.86303192785327, -122.29364646023096 37.862942955571846)))",,"56-1937-23","8TH ST",,"BERKELEY","94710","1100","899","6,500","2323 8TH ST BERKELEY 94710","-122.29344862","37.86305242","056 193702300","562,127.7994","4,190,843.5071","562,170.1302","4,190,867.9474"
"949","MULTIPOLYGON (((-122.29274041531225 37.86242104714797, -122.29282463284797 37.862680034210626, -122.29263850067416 37.86271993040768, -122.29255756454981 37.862453346096416, -122.29274041531225 37.86242104714797)))",,"56-1937-14","CHANNING WAY",,"BERKELEY","94710","2700","2,892","5,500","949 CHANNING WAY BERKELEY 94710","-122.29269009","37.8625693","056 193701400","562,204.0974","4,190,786.204","562,227.78","4,190,819.4335"
"2328","MULTIPOLYGON (((-122.29272281055998 37.86298233579159, -122.293165905307 37.862895275535415, -122.29320432873374 37.863021557565354, -122.29320742158536 37.86303256380624, -122.2927641451762 37.86311630636078, -122.29272281055998 37.86298233579159)))",,"56-1937-11","9TH ST",,"BERKELEY","94710","2200","1,740","6,500","2328 9TH ST BERKELEY 94710","-122.29296598","37.86300643","056 193701100","562,170.1302","4,190,838.5369","562,212.7998","4,190,863.3283"
"2324","MULTIPOLYGON (((-122.29320742158536 37.86303256380624, -122.29324936843807 37.86316085161926, -122.29281411396144 37.86324877313932, -122.2927641451762 37.86311630636078, -122.29320742158536 37.86303256380624)))",,"56-1937-10","9TH ST",,"BERKELEY","94710","7700","4,512","6,500","2324 9TH ST BERKELEY 94710","-122.2930072","37.86313977","056 193701000","562,166.3327","4,190,853.7416","562,209.0513","4,190,877.9924"
"933","MULTIPOLYGON (((-122.2932043174741 37.862333655656144, -122.29332675289118 37.86231118945019, -122.29339858038126 37.86255937815381, -122.29328135949038 37.86258313303632, -122.2932043174741 37.862333655656144)))",,"56-1937-18","CHANNING WAY",,"BERKELEY","94710","1100","1,179","3,800","933 CHANNING WAY BERKELEY 94710","-122.29330243","37.86244607","056 193701800","562,153.7129","4,190,773.6245","562,170.9904","4,190,803.8273"
"2341","MULTIPOLYGON (((-122.29312455865882 37.86276131043545, -122.29308139165694 37.86262393651075, -122.29315724086462 37.862608358763886, -122.29328135949038 37.86258313303632, -122.29339858038126 37.86255937815381, -122.29351752464714 37.86253490975579, -122.29360196939913 37.86280350091982, -122.293165905307 37.862895275535415, -122.29312455865882 37.86276131043545)))",,"56-1937-20-1","8TH ST",,"BERKELEY","94710","7700","6,168","13,260","2341 8TH ST BERKELEY 94710","-122.29334143","37.86271452","056 193702001","562,135.6173","4,190,798.3196","562,181.5594","4,190,838.5369"
"2332","MULTIPOLYGON (((-122.29268148550841 37.8628497586634, -122.29312455865882 37.86276131043545, -122.293165905307 37.862895275535415, -122.29272281055998 37.86298233579159, -122.29268148550841 37.8628497586634)))",,"56-1937-12","9TH ST",,"BERKELEY","94710","7700","4,464","6,500","2332 9TH ST BERKELEY 94710","-122.29292405","37.86287209","056 193701200","562,173.8974","4,190,823.7008","562,216.5463","4,190,848.4916"
"939","MULTIPOLYGON (((-122.29290773296604 37.86239103495015, -122.29308365911444 37.86235883358205, -122.29315724086462 37.862608358763886, -122.29308139165694 37.86262393651075, -122.29298832395729 37.8626438920506, -122.29290773296604 37.86239103495015)))",,"56-1937-16","CHANNING WAY",,"BERKELEY","94710","7700","3,657","5,000","939 CHANNING WAY BERKELEY 94710","-122.29303375","37.86249981","056 193701600","562,174.9006","4,190,779.0726","562,197.0306","4,190,810.7638"
"2320","MULTIPOLYGON (((-122.29324936843807 37.86316085161926, -122.2932946767074 37.863299420822436, -122.29285551571456 37.86338479181465, -122.29281411396144 37.86324877313932, -122.29324936843807 37.86316085161926)))",,"56-1937-9","9TH ST",,"BERKELEY","94710","2700","2,412","6,500","2320 9TH ST BERKELEY 94710","-122.29305427","37.86327337","056 193700900","562,162.2309","4,190,867.9474","562,204.5446","4,190,893.0563"
"931","MULTIPOLYGON (((-122.29332675289118 37.86231118945019, -122.29344223226988 37.86228677874242, -122.29351752464714 37.86253490975579, -122.29339858038126 37.86255937815381, -122.29332675289118 37.86231118945019)))",,"56-1937-19","CHANNING WAY",,"BERKELEY","94710","1100","1,152","3,500","931 CHANNING WAY BERKELEY 94710","-122.29342147","37.86242364","056 193701900","562,143.2708","4,190,770.8392","562,160.2395","4,190,801.1136"
"2331","MULTIPOLYGON (((-122.29360196939913 37.86280350091982, -122.29364646023096 37.862942955571846, -122.2932107847892 37.86303192785327, -122.29320742158536 37.86303256380624, -122.29320432873374 37.863021557565354, -122.293165905307 37.862895275535415, -122.29360196939913 37.86280350091982)))",,"56-1937-22","8TH ST",,"BERKELEY","94710","2200","1,427","6,500","2331 8TH ST BERKELEY 94710","-122.29340619","37.86291849","056 193702200","562,131.5867","4,190,828.064","562,173.8974","4,190,853.7416"
"947","MULTIPOLYGON (((-122.29274041531225 37.86242104714797, -122.29290773296604 37.86239103495015, -122.29298832395729 37.8626438920506, -122.29282463284797 37.862680034210626, -122.29274041531225 37.86242104714797)))",,"56-1937-15","CHANNING WAY",,"BERKELEY","94710","2100","1,076","5,000","947 CHANNING WAY BERKELEY 94710","-122.29286486","37.86253387","056 193701500","562,189.7291","4,190,782.7626","562,211.7231","4,190,814.8829"
"2344","MULTIPOLYGON (((-122.29263850067416 37.86271993040768, -122.29282463284797 37.862680034210626, -122.29298832395729 37.8626438920506, -122.29308139165694 37.86262393651075, -122.29312455865882 37.86276131043545, -122.29268148550841 37.8628497586634, -122.29263850067416 37.86271993040768)))",,"56-1937-13","9TH ST",,"BERKELEY","94710","7700","4,661","6,760","2344 9TH ST BERKELEY 94710","-122.29288355","37.8627383","056 193701300","562,177.6469","4,190,808.4877","562,220.4365","4,190,833.8095"
"935","MULTIPOLYGON (((-122.29308365911444 37.86235883358205, -122.2932043174741 37.862333655656144, -122.29328135949038 37.86258313303632, -122.29315724086462 37.862608358763886, -122.29308365911444 37.86235883358205)))",,"56-1937-17","CHANNING WAY",,"BERKELEY","94710","1100","1,650","3,300","935 CHANNING WAY BERKELEY 94710","-122.29318184","37.86247155","056 193701700","562,164.004","4,190,776.1987","562,181.5827","4,190,806.7088"
"2316","MULTIPOLYGON (((-122.29285551571456 37.86338479181465, -122.2932946767074 37.863299420822436, -122.29333525415396 37.863423519278406, -122.29333888826808 37.86343463601781, -122.29290266085043 37.86352297201875, -122.29285551571456 37.86338479181465)))",,"56-1937-8","9TH ST",,"BERKELEY","94710","2200","3,056","6,500","2316 9TH ST BERKELEY 94710","-122.29309703","37.86341058","056 193700800","562,158.2284","4,190,883.2917","562,200.7885","4,190,908.3562"
"2424","MULTIPOLYGON (((-122.29223314215807 37.861429601088595, -122.29267099621343 37.86134054451141, -122.29268596491369 37.86138633095001, -122.29271400943965 37.86147172940061, -122.2922744436357 37.86156150859617, -122.29223314215807 37.861429601088595)))",,"56-1936-32","9TH ST",,"BERKELEY","94710","7300","600","0","2424 9TH ST BERKELEY 94710","-122.29247306","37.86145091","056 193603200","562,214.8439","4,190,666.3668","562,257.1783","4,190,691.1475"
"2426","MULTIPOLYGON (((-122.29223314215807 37.861429601088595, -122.29267099621343 37.86134054451141, -122.29268596491369 37.86138633095001, -122.29271400943965 37.86147172940061, -122.2922744436357 37.86156150859617, -122.29223314215807 37.861429601088595)))",,"56-1936-33","9TH ST",,"BERKELEY","94710","7300","501","6,500","2426 9TH ST BERKELEY 94710","-122.29247306","37.86145091","056 193603300","562,214.8439","4,190,666.3668","562,257.1783","4,190,691.1475"
