"apn","strnbr","strdirect","strname","strapart","strfract","bldsqfttaxable","lotsqft"
"052 152101200","1619",,"ALCATRAZ AVE",,,"3318","7000"
"052 152101300","1615",,"ALCATRAZ AVE",,,"1681","9870"
"052 152101501","1613",,"ALCATRAZ AVE",,,"1193","4222"
"052 152101600","1611",,"ALCATRAZ AVE",,,"1050","3185"
"052 152101700","1609",,"ALCATRAZ AVE",,,"1050","3185"
"052 152101800","1607",,"ALCATRAZ AVE",,,"1050","3185"
"052 152101900","1603",,"ALCATRAZ AVE",,,"4020","4100"
"052 152102000","3237",,"CALIFORNIA ST",,,"3077","7500"
"052 152102100","3235",,"CALIFORNIA ST",,,"2548","4500"
"052 152102200","3233",,"CALIFORNIA ST",,,"2645","4500"
"052 152102300","3231",,"CALIFORNIA ST",,,"1650","4500"
"052 152102400","1612",,"HARMON ST",,,"6432","6750"
"052 152102500","1614",,"HARMON ST",,,"4168","6075"
"052 152102600","1616",,"HARMON ST",,,"1434","4050"
"052 152102700","1620",,"HARMON ST",,,"4814","6750"
"052 152102800","1624",,"HARMON ST",,,"3211","6750"
"052 152102900","1628",,"HARMON ST",,,"3790","10125"
"052 152103000","1632",,"HARMON ST",,,"2079","5130"
"052 152103100","1634",,"HARMON ST",,,"2308","5314"
"052 152200200","3320",,"KING ST",,,"7014","6750"
"052 152200300","1641",,"SIXTY-THIRD ST",,,"3616","6750"
"052 152200400","1639",,"SIXTY-THIRD ST",,,"4122","6750"
"052 152200500","1635",,"SIXTY-THIRD ST",,,"2918","6750"
"052 152200600","1633",,"SIXTY-THIRD ST",,,"2742","7450"
"052 152200700","1627",,"SIXTY-THIRD ST",,,"2061","5895"
"052 152200800","1625",,"SIXTY-THIRD ST",,,"2190","4585"
"052 152200900","1621",,"SIXTY-THIRD ST",,,"1938","4585"
"052 152201000","1617",,"SIXTY-THIRD ST",,,"1140","4585"
"052 152201100","1615",,"SIXTY-THIRD ST",,,"0","8295"
"052 152201200","1611",,"SIXTY-THIRD ST",,,"3264","5400"
"052 152201300","1609",,"SIXTY-THIRD ST",,,"2570","6750"
"052 152201400","1605",,"SIXTY-THIRD ST",,,"2875","6750"
"052 152201601","1606",,"ALCATRAZ AVE",,,"6709","13345"
"052 152201700","1610",,"ALCATRAZ AVE",,,"3551","6650"
"052 152201800","1612",,"ALCATRAZ AVE",,,"1781","5338"
"052 152201900","1614",,"ALCATRAZ AVE",,,"2916","6650"
"052 152202000","1616",,"ALCATRAZ AVE",,,"3469","5206"
"052 152202100","1618",,"ALCATRAZ AVE",,,"2304","5206"
"052 152202200","1620",,"ALCATRAZ AVE",,,"1212","5188"
"052 152202300","1628",,"ALCATRAZ AVE",,,"3723","6000"
"052 152202400","1632",,"ALCATRAZ AVE",,,"2375","6650"
"052 152202602","1650",,"ALCATRAZ AVE",,,"4784","8504"
"052 152202603","1638",,"ALCATRAZ AVE",,,"2993","6673"
"052 152202800","1634",,"ALCATRAZ AVE","A",,"691","1639"
"052 152202900","1636",,"ALCATRAZ AVE","A",,"1307","1639"
"052 152203000","1634",,"ALCATRAZ AVE",,,"1090","1639"
"052 152203100","1636",,"ALCATRAZ AVE",,,"691","1639"
"052 152203200","1634",,"ALCATRAZ AVE","M",,"0","0"
"052 152300100","3328",,"KING ST",,,"3003","3600"
"052 152300200","3332",,"KING ST",,,"1462","3825"
"052 152300300","3334",,"KING ST",,,"2131","5060"
"052 152300400","3336",,"KING ST",,,"1799","2700"
"052 152300501","3360",,"KING ST",,,"3380","5400"
"052 152300601","1645",,"SIXTY-SECOND ST",,,"4184","5400"
"052 152300700","1641",,"SIXTY-SECOND ST",,,"3186","6750"
"052 152300800","1633",,"SIXTY-SECOND ST",,,"2932","6750"
"052 152300900","1627",,"SIXTY-SECOND ST",,,"2258","5063"
"052 152301000","1625",,"SIXTY-SECOND ST",,,"1181","5130"
"052 152301100","1623",,"SIXTY-SECOND ST",,,"1040","5130"
"052 152301200","1621",,"SIXTY-SECOND ST",,,"1134","5130"
"052 152301300","1619",,"SIXTY-SECOND ST",,,"1608","6750"
"052 152301400","1615",,"SIXTY-SECOND ST",,,"2597","6750"
"052 152301502","1611",,"SIXTY-SECOND ST",,,"5788","6750"
"052 152301601","1601",,"SIXTY-SECOND ST",,,"2181","4000"
"052 152301602","3335",,"CALIFORNIA ST",,,"2423","4125"
"052 152301700","1600",,"SIXTY-THIRD ST",,,"5300","6750"
"052 152301800","1604",,"SIXTY-THIRD ST",,,"2456","6750"
"052 152301900","1610",,"SIXTY-THIRD ST",,,"1916","5130"
"052 152302000","1612",,"SIXTY-THIRD ST",,,"3851","4995"
"052 152302100","1614",,"SIXTY-THIRD ST",,,"2700","5060"
"052 152302200","1616",,"SIXTY-THIRD ST",,,"1803","5130"
"052 152302300","1618",,"SIXTY-THIRD ST",,,"2119","6750"
"052 152302400","1624",,"SIXTY-THIRD ST",,,"1145","6750"
"052 152302500","1628",,"SIXTY-THIRD ST",,,"1234","3375"
"052 152302600","1630",,"SIXTY-THIRD ST",,,"1263","3375"
"052 152302700","1634",,"SIXTY-THIRD ST",,,"4566","6750"
"052 152302800","1636",,"SIXTY-THIRD ST",,,"3042","5060"
"052 152302900","1640",,"SIXTY-THIRD ST",,,"1134","2700"
"052 152303100","1605",,"SIXTY-SECOND ST",,,"834","1792"
"052 152303200","1607",,"SIXTY-SECOND ST",,,"1242","1792"
"052 152303300","1609",,"SIXTY-SECOND ST",,,"1044","1792"
"052 152303400","1609",,"SIXTY-SECOND ST","COM",,"0","0"
"052 152400101","3331",,"KING ST",,,"2826","4950"
"052 152400102","1704",,"SIXTY-THIRD ST",,,"2826","5591"
"052 152400103","1712",,"SIXTY-THIRD ST",,,"2631","5088"
"052 152400104","3337",,"KING ST",,,"3210","5257"
"052 152400200","1716",,"SIXTY-THIRD ST",,,"0","6750"
"052 152400300","3350",,"ADELINE ST",,,"8046","8200"
"052 152400400","3370",,"ADELINE ST",,,"5172","3250"
"052 152400501","3380",,"ADELINE ST",,,"9456","9773"
"052 152400700","3400",,"ADELINE ST",,,"1400","5000"
"052 152400801","3398",,"ADELINE ST",,,"6050","3706"
"052 152400900","1705",,"SIXTY-SECOND ST",,,"3390","2890"
"052 152401000","1703",,"SIXTY-SECOND ST",,,"1805","2890"
"052 152401100","1701",,"SIXTY-SECOND ST",,,"1652","2720"
"052 152401200","3341",,"KING ST",,,"1925","5000"
"052 152500704","3372",,"M L KING JR WAY",,,"0","35124"
"052 152600100","1842",,"SIXTY-THIRD ST",,,"2854","4725"
"052 152600200","1833",,"SIXTY-SECOND ST",,,"1064","4725"
"052 152600300","1829",,"SIXTY-SECOND ST",,,"1967","4725"
"052 152600400","1827",,"SIXTY-SECOND ST",,,"3555","5400"
"052 152600500","1825",,"SIXTY-SECOND ST",,,"1930","4725"
"052 152600600","1823",,"SIXTY-SECOND ST",,,"3193","5400"
"052 152600700","1821",,"SIXTY-SECOND ST",,,"3292","5400"
"052 152600800","1819",,"SIXTY-SECOND ST",,,"2967","5400"
"052 152600900","1817",,"SIXTY-SECOND ST",,,"2185","5400"
"052 152601000","1815",,"SIXTY-SECOND ST",,,"2134","5400"
"052 152601100","1811",,"SIXTY-SECOND ST",,,"1493","5400"
"052 152601204","3347",,"M L KING JR WAY",,,"4349","4741"
"052 152601302","3343",,"M L KING JR WAY",,,"0","4323"
"052 152601404","3339",,"M L KING JR WAY",,,"9250","8540"
"052 152601502","1800",,"SIXTY-THIRD ST",,,"0","3409"
"052 152601605","1808",,"SIXTY-THIRD ST",,,"1393","7626"
"052 152601607","3333",,"M L KING JR WAY",,,"3600","3870"
"052 152601700","1810",,"SIXTY-THIRD ST",,,"1518","3168"
"052 152601900","1816",,"SIXTY-THIRD ST",,,"2356","5400"
"052 152602000","1822",,"SIXTY-THIRD ST",,,"2585","5400"
"052 152602100","1832",,"SIXTY-THIRD ST",,,"2006","5400"
"052 152602200","1834",,"SIXTY-THIRD ST",,,"1224","5400"
"052 152602300","1836",,"SIXTY-THIRD ST",,,"2279","4725"
"052 152602400","1838",,"SIXTY-THIRD ST",,,"3136","4725"
"052 152602500","1814",,"SIXTY-THIRD ST","A",,"816","1350"
"052 152602600","1814",,"SIXTY-THIRD ST","D",,"816","1350"
"052 152602700","1814",,"SIXTY-THIRD ST","B",,"816","1350"
"052 152602800","1814",,"SIXTY-THIRD ST","C",,"816","1350"
"052 152602900","1814",,"SIXTY-THIRD ST","COM",,"0","0"
"052 152700103","1898",,"ALCATRAZ AVE",,,"4120","4290"
"052 152700104","1896",,"ALCATRAZ AVE",,,"4070","4350"
"052 152700200","1839",,"SIXTY-THIRD ST",,,"2570","4455"
"052 152700300","1835",,"SIXTY-THIRD ST",,,"1950","4725"
"052 152700400","1833",,"SIXTY-THIRD ST",,,"2532","4725"
"052 152700600","1823",,"SIXTY-THIRD ST",,,"2426","5400"
"052 152700700","1819",,"SIXTY-THIRD ST",,,"1320","5400"
"052 152700800","1817",,"SIXTY-THIRD ST",,,"2011","5400"
"052 152700900","1815",,"SIXTY-THIRD ST",,,"1026","5400"
"052 152701002","1813",,"SIXTY-THIRD ST",,,"4082","5400"
"052 152701003","1818",,"ALCATRAZ AVE",,,"4768","5334"
"052 152701403","0",,"M L KING JR WAY",,,"0","5352"
"052 152701500","1806",,"ALCATRAZ AVE",,,"1349","5285"
"052 152701700","1826",,"ALCATRAZ AVE",,,"7548","5320"
"052 152701800","1830",,"ALCATRAZ AVE",,,"4316","5264"
"052 152701900","1840",,"ALCATRAZ AVE",,,"8204","5347"
"052 152702000","1850",,"ALCATRAZ AVE",,,"3200","5482"
"052 152702100","1854",,"ALCATRAZ AVE",,,"2960","4686"
"052 152702200","1860",,"ALCATRAZ AVE",,,"4375","4687"
"052 152702300","1866",,"ALCATRAZ AVE",,,"3455","4690"
"052 152702400","1829",,"SIXTY-THIRD ST",,,"1967","2363"
"052 152702401","1890",,"ALCATRAZ AVE",,,"4425","9403"
"052 152702500","1829",,"SIXTY-THIRD ST","B",,"806","2363"
"052 152702600","1829",,"SIXTY-THIRD ST","COM",,"0","0"
"052 152702800","1811",,"SIXTY-THIRD ST","A",,"1500","1800"
"052 152702900","1811",,"SIXTY-THIRD ST","B",,"1552","1800"
"052 152703000","1811",,"SIXTY-THIRD ST","C",,"1566","1800"
"052 152703100","1811",,"SIXTY-THIRD ST","COM",,"0","0"
"052 152800100","1924",,"HARMON ST",,,"3857","4800"
"052 152800200","1937",,"ALCATRAZ AVE",,,"2773","4740"
"052 152800300","1925",,"ALCATRAZ AVE",,,"2027","4800"
"052 152800400","1917",,"ALCATRAZ AVE",,,"2230","4800"
"052 152800500","1909",,"ALCATRAZ AVE",,,"2657","4800"
"052 152800600","1901",,"ALCATRAZ AVE",,,"1370","4800"
"052 152800700","1893",,"ALCATRAZ AVE",,,"1836","4800"
"052 152800800","1885",,"ALCATRAZ AVE",,,"4383","4800"
"052 152800900","1881",,"ALCATRAZ AVE",,,"1408","4632"
"052 152801000","1871",,"ALCATRAZ AVE",,,"2840","5270"
"052 152801100","1865",,"ALCATRAZ AVE",,,"2609","4800"
"052 152801200","1859",,"ALCATRAZ AVE",,,"1937","5500"
"052 152801300","1837",,"ALCATRAZ AVE",,,"23526","12974"
"052 152801404","3271",,"ADELINE ST",,,"26186","13859"
"052 152801504","0",,"ALCATRAZ AVE",,,"0","4897"
"052 152801701","0",,"ADELINE ST",,,"0","126"
"052 152801702","3253",,"ADELINE ST",,,"21093","9086"
"052 152801800","1882",,"HARMON ST",,,"0","4165"
"052 152801900","1884",,"HARMON ST",,,"2464","4200"
"052 152802000","1886",,"HARMON ST",,,"2728","4214"
"052 152802100","1890",,"HARMON ST",,,"3002","4200"
"052 152802200","1894",,"HARMON ST",,,"1752","5280"
"052 152802300","1898",,"HARMON ST",,,"2589","4560"
"052 152802400","1900",,"HARMON ST",,,"2521","4560"
"052 152802500","1902",,"HARMON ST",,,"2055","4632"
"052 152802601","1906",,"HARMON ST",,,"2614","4800"
"052 152802602","1908",,"HARMON ST",,,"1611","4800"
"052 152802700","1910",,"HARMON ST",,,"1531","4800"
"052 152802800","1914",,"HARMON ST",,,"2557","4800"
"052 152802900","1918",,"HARMON ST",,,"3592","4800"
"052 152803000","1920",,"HARMON ST",,,"3507","4800"
"052 152900100","1934",,"FAIRVIEW ST",,,"2690","3906"
"052 152900200","6535",,"DOVER ST",,,"1540","3842"
"052 152900300","6531",,"DOVER ST",,,"1674","5168"
"052 152900400","6525",,"DOVER ST",,,"2632","5168"
"052 152900500","6521",,"DOVER ST",,,"1456","6109"
"052 152900600","1925",,"HARMON ST",,,"2773","3960"
"052 152900700","1921",,"HARMON ST",,,"3162","4000"
"052 152900800","1917",,"HARMON ST",,,"1343","3960"
"052 152900904","1915",,"HARMON ST",,,"2382","2800"
"052 152900906","1911",,"HARMON ST",,,"2382","3578"
"052 152901002","1909",,"HARMON ST",,,"0","2745"
"052 152901100","1907",,"HARMON ST",,,"0","3100"
"052 152901200","1905",,"HARMON ST",,,"3445","4000"
"052 152901300","1901",,"HARMON ST",,,"2080","3836"
"052 152901600","1885",,"HARMON ST",,,"2804","4485"
"052 152901700","1883",,"HARMON ST",,,"1807","7260"
"052 152901800","3225",,"ADELINE ST",,,"6522","4870"
"052 152901900","3217",,"ADELINE ST",,,"5568","2640"
"052 152902000","3215",,"ADELINE ST",,,"4177","8500"
"052 152902100","3209",,"ADELINE ST",,,"0","5936"
"052 152902200","3205",,"ADELINE ST",,,"0","5355"
"052 152902300","3201",,"ADELINE ST",,,"8000","5806"
"052 152902400","1908",,"FAIRVIEW ST",,,"2266","4000"
"052 152902500","1912",,"FAIRVIEW ST",,,"2022","4000"
"052 152902601","0",,"FAIRVIEW ST",,,"0","17661"
"052 152902700","1922",,"FAIRVIEW ST",,,"2482","4000"
"052 152902900","1924",,"FAIRVIEW ST",,,"2777","7800"
"052 152903000","1926",,"FAIRVIEW ST",,,"1632","4142"
"052 152903100","1930",,"FAIRVIEW ST",,,"1453","3690"
"052 152903200","1932",,"FAIRVIEW ST",,,"1292","3708"
"052 152903300","1899",,"HARMON ST",,,"2489","4391"
"052 152903400","1889",,"HARMON ST",,,"4446","6208"
"052 153000100","3200",,"ADELINE ST",,,"11014","9600"
"052 153000200","3212",,"ADELINE ST",,,"3285","3503"
"052 153000300","3220",,"ADELINE ST",,,"4042","3049"
"052 153000500","3228",,"ADELINE ST",,,"8665","4559"
"052 153000600","3236",,"ADELINE ST",,,"3648","4000"
"052 153000700","3240",,"ADELINE ST",,,"5990","2568"
"052 153000800","1835",,"HARMON ST",,,"7121","4000"
"052 153000900","1829",,"HARMON ST",,,"1131","5640"
"052 153001000","1825",,"HARMON ST",,,"2196","5640"
"052 153001100","1823",,"HARMON ST",,,"1160","5640"
"052 153001200","3223",,"ELLIS ST",,,"2382","5000"
"052 153001300","3221",,"ELLIS ST",,,"3149","4230"
"052 153001400","3219",,"ELLIS ST",,,"2364","4800"
"052 153001500","3207",,"ELLIS ST",,,"1761","4950"
"052 153001600","1802",,"FAIRVIEW ST",,,"8023","10350"
"052 153001700","1810",,"FAIRVIEW ST",,,"2387","2700"
"052 153001800","1812",,"FAIRVIEW ST",,,"3607","7262"
"052 153001900","1816",,"FAIRVIEW ST",,,"7309","6500"
"052 153002000","1820",,"FAIRVIEW ST",,,"1745","5200"
"052 153002102","3222",,"ADELINE ST",,,"20577","12758"
"052 153002200","1826",,"FAIRVIEW ST",,,"1820","3150"
"052 153100100","3250",,"ADELINE ST",,,"10404","5738"
"052 153100200","3258",,"ADELINE ST",,,"4076","4120"
"052 153100300","3264",,"ADELINE ST",,,"3581","4465"
"052 153100402","3278",,"ADELINE ST",,,"2467","4890"
"052 153100500","3280",,"ADELINE ST",,,"7740","6560"
"052 153100600","3286",,"ADELINE ST",,,"11995","7665"
"052 153100700","1763",,"ALCATRAZ AVE",,,"1410","2250"
"052 153100800","1759",,"ALCATRAZ AVE",,,"1080","2250"
"052 153100900","1743",,"ALCATRAZ AVE",,,"5138","4515"
"052 153101000","0",,"ELLIS ST",,,"0","4514"
"052 153101101","3237",,"ELLIS ST",,,"0","4440"
"052 153101202","3233",,"ELLIS ST",,,"3297","6240"
"052 153101301","3231",,"ELLIS ST",,,"1524","2760"
"052 153101400","3225",,"ELLIS ST",,,"2338","3846"
"052 153101500","1804",,"HARMON ST",,,"0","1584"
"052 153101600","1808",,"HARMON ST",,,"3975","5499"
"052 153101800","1818",,"HARMON ST","1",,"2547","2548"
"052 153101900","1818",,"HARMON ST","2",,"2547","2548"
"052 153102000","1818",,"HARMON ST","3",,"2547","2548"
"052 153102100","1818",,"HARMON ST","COM",,"0","0"
"052 153200101","3300",,"ADELINE ST",,,"8303","11335"
"052 153200102","1744",,"ALCATRAZ AVE",,,"2964","1796"
"052 153200103","1750",,"ALCATRAZ AVE",,,"1824","896"
"052 153200201","3330",,"ADELINE ST",,,"6455","4900"
"052 153200403","3332",,"ADELINE ST",,,"8305","11056"
"052 153200500","3334",,"ADELINE ST",,,"1795","2002"
"052 153200600","0",,"ADELINE ST",,,"0","5581"
"052 153200700","1719",,"SIXTY-THIRD ST",,,"6168","6750"
"052 153200800","1715",,"SIXTY-THIRD ST",,,"4153","6750"
"052 153200900","1707",,"SIXTY-THIRD ST",,,"4293","6750"
"052 153201000","1705",,"SIXTY-THIRD ST",,,"2102","6750"
"052 153201100","3317",,"KING ST",,,"1057","3400"
"052 153201200","3311",,"KING ST",,,"1028","3400"
"052 153201300","3309",,"KING ST",,,"1916","3200"
"052 153201501","3301",,"KING ST",,,"14837","10300"
"052 153201600","1728",,"ALCATRAZ AVE",,,"2888","20250"
"052 153201700","1734",,"ALCATRAZ AVE",,,"6903","6750"
"052 153201800","1742",,"ALCATRAZ AVE",,,"3192","6750"
"052 153300104","1708",,"HARMON ST",,,"6487","27050"
"052 153300105","1709",,"ALCATRAZ AVE",,,"16727","18807"
"052 153300200","1710",,"HARMON ST",,,"1264","2610"
"052 153300300","3226",,"ELLIS ST",,,"1774","2790"
"052 153300400","3230",,"ELLIS ST",,,"1645","4800"
"052 153300500","3244",,"ELLIS ST",,,"5926","4500"
"052 153300600","1717",,"ALCATRAZ AVE",,,"6125","4515"
"052 153400100","1702",,"FAIRVIEW ST",,,"1827","2520"
"052 153400200","1706",,"FAIRVIEW ST",,,"2067","4000"
"052 153400300","1710",,"FAIRVIEW ST",,,"2972","4000"
"052 153400400","1714",,"FAIRVIEW ST",,,"3872","4500"
"052 153400500","3202",,"ELLIS ST",,,"1704","4200"
"052 153400600","3204",,"ELLIS ST",,,"1936","4560"
"052 153400700","3206",,"ELLIS ST",,,"2336","3960"
"052 153400800","3208",,"ELLIS ST",,,"2347","6700"
"052 153400900","3216",,"ELLIS ST",,,"993","4080"
"052 153401000","3218",,"ELLIS ST",,,"4676","4500"
"052 153401100","1701",,"HARMON ST",,,"6098","5430"
"052 153401200","3219",,"KING ST",,,"1145","4560"
"052 153401300","3215",,"KING ST",,,"2751","4560"
"052 153401400","3211",,"KING ST",,,"2359","6072"
"052 153401500","3207",,"KING ST",,,"1168","1480"
"052 153500100","3200",,"KING ST",,,"1998","3520"
"052 153500200","3206",,"KING ST",,,"1266","3520"
"052 153500300","3208",,"KING ST",,,"1443","3720"
"052 153500400","3210",,"KING ST",,,"1809","3360"
"052 153500500","1645",,"HARMON ST",,,"3014","7228"
"052 153500600","1641",,"HARMON ST",,,"3174","7200"
"052 153500700","1637",,"HARMON ST",,,"1760","5265"
"052 153500800","1633",,"HARMON ST",,,"3399","6750"
"052 153501000","1625",,"HARMON ST",,,"2857","6750"
"052 153501100","1623",,"HARMON ST",,,"3231","6750"
"052 153501300","1615",,"HARMON ST",,,"3006","6750"
"052 153501400","1611",,"HARMON ST",,,"3788","6750"
"052 153501500","1605",,"HARMON ST",,,"2035","2665"
"052 153501600","1601",,"HARMON ST",,,"2324","2900"
"052 153501700","3215",,"CALIFORNIA ST",,,"2011","3178"
"052 153501800","3211",,"CALIFORNIA ST",,,"2120","4500"
"052 153501900","3205",,"CALIFORNIA ST",,,"3890","6750"
"052 153502000","1600",,"FAIRVIEW ST",,,"3447","6750"
"052 153502100","1608",,"FAIRVIEW ST",,,"1081","2700"
"052 153502200","1610",,"FAIRVIEW ST",,,"2752","4500"
"052 153502300","1616",,"FAIRVIEW ST",,,"3069","6750"
"052 153502400","1618",,"FAIRVIEW ST",,,"3471","6750"
"052 153502500","1622",,"FAIRVIEW ST",,,"2395","6750"
"052 153502600","1628",,"FAIRVIEW ST",,,"4771","6750"
"052 153502700","1630",,"FAIRVIEW ST",,,"2189","6750"
"052 153502800","1634",,"FAIRVIEW ST",,,"3286","4455"
"052 153502900","1636",,"FAIRVIEW ST",,,"1509","4455"
"052 153503000","1638",,"FAIRVIEW ST",,,"2201","4160"
"052 153503100","1640",,"FAIRVIEW ST",,,"2409","4000"
"052 153503300","1627",,"HARMON ST",,,"1222","2250"
"052 153503400","1629",,"HARMON ST",,"2026-01-02T00:00:00.000","1510","2250"
"052 153503500","1629",,"HARMON ST",,,"1511","2250"
"052 153503600","1629",,"HARMON ST","COM",,"0","0"
"052 153503800","1619",,"HARMON ST",,,"1810","3375"
"052 153503900","1621",,"HARMON ST",,,"1906","3375"
"052 153504000","1619",,"HARMON ST","COM",,"0","0"
"052 153600101","3200",,"CALIFORNIA ST",,,"10046","13500"
"052 153600200","3212",,"CALIFORNIA ST",,,"996","2250"
"052 153600300","3214",,"CALIFORNIA ST",,,"1869","2250"
"052 153600400","3216",,"CALIFORNIA ST",,,"2458","2250"
"052 153600500","1537",,"HARMON ST",,,"5074","6750"
"052 153600600","1533",,"HARMON ST",,,"5210","6750"
"052 153600800","1525",,"HARMON ST",,,"6800","6750"
"052 153600900","1523",,"HARMON ST",,,"2419","6750"
"052 153601100","1515",,"HARMON ST",,,"7097","6750"
"052 153601200","1511",,"HARMON ST",,,"3273","5400"
"052 153601400","3211",,"SACRAMENTO ST",,,"1627","2821"
"052 153601500","3207",,"SACRAMENTO ST",,,"1034","3069"
"052 153601600","1500",,"FAIRVIEW ST",,,"2355","3740"
"052 153601700","1508",,"FAIRVIEW ST",,,"1351","2933"
"052 153601800","1514",,"FAIRVIEW ST",,,"2328","6750"
"052 153601900","1518",,"FAIRVIEW ST",,,"2454","6750"
"052 153602100","1526",,"FAIRVIEW ST",,,"3133","6750"
"052 153602200","1530",,"FAIRVIEW ST",,,"2256","6750"
"052 153602300","1534",,"FAIRVIEW ST",,,"2706","6750"
"052 153602400","3219",,"SACRAMENTO ST",,,"1753","4002"
"052 153602500","3217",,"SACRAMENTO ST",,,"776","2695"
"052 153602700","1520",,"FAIRVIEW ST","A",,"716","1688"
"052 153602800","1520",,"FAIRVIEW ST","B",,"1486","1688"
"052 153602900","1522",,"FAIRVIEW ST","A",,"1057","1688"
"052 153603000","1522",,"FAIRVIEW ST","B",,"1039","1688"
"052 153603100","1522",,"FAIRVIEW ST","COM",,"0","0"
"052 153603300","1517",,"HARMON ST",,,"1766","2250"
"052 153603400","1519",,"HARMON ST",,,"988","2250"
"052 153603500","1521",,"HARMON ST",,,"988","2250"
"052 153603600","1521",,"HARMON ST","COM",,"0","0"
"052 153603800","1529",,"HARMON ST",,,"1556","3370"
"052 153603900","1531",,"HARMON ST",,,"1940","3370"
"052 153604000","1529",,"HARMON ST","COM",,"0","0"
"052 153700100","3200",,"SACRAMENTO ST",,,"3644","6187"
"052 153700400","1429",,"HARMON ST",,,"1321","4522"
"052 153700500","1425",,"HARMON ST",,,"2015","4255"
"052 153700600","1421",,"HARMON ST",,,"2526","4163"
"052 153700700","1419",,"HARMON ST",,,"1923","4107"
"052 153700800","1417",,"HARMON ST",,,"2040","4070"
"052 153700900","1415",,"HARMON ST",,,"2162","3996"
"052 153701000","1413",,"HARMON ST",,,"1130","3941"
"052 153701100","1409",,"HARMON ST",,,"2205","3885"
"052 153701200","1405",,"HARMON ST",,,"1579","3830"
"052 153701300","1401",,"HARMON ST",,,"1670","3580"
"052 153701400","1400",,"FAIRVIEW ST",,,"1655","3811"
"052 153701500","1402",,"FAIRVIEW ST",,,"2225","3849"
"052 153701600","1406",,"FAIRVIEW ST",,,"2618","3996"
"052 153701700","1408",,"FAIRVIEW ST",,,"1294","4070"
"052 153701800","1410",,"FAIRVIEW ST",,,"1932","4163"
"052 153701900","1414",,"FAIRVIEW ST",,,"2975","4161"
"052 153702000","1418",,"FAIRVIEW ST",,,"1012","4348"
"052 153702100","1422",,"FAIRVIEW ST",,,"1012","4440"
"052 153702201","1440",,"FAIRVIEW ST",,,"3320","6413"
"052 153702400","1446",,"FAIRVIEW ST",,,"2128","5687"
"052 153702500","0",,"SACRAMENTO ST",,,"0","2321"
"052 153702600","3220",,"SACRAMENTO ST",,,"2150","3915"
"052 153702700","3210",,"SACRAMENTO ST",,,"1090","5139"
"052 153800101","1320",,"SIXTY-SIXTH ST",,,"3245","5000"
"052 153800300","1322",,"SIXTY-SIXTH ST",,,"1345","3800"
"052 153800400","1326",,"SIXTY-SIXTH ST",,,"984","3800"
"052 153800500","1336",,"SIXTY-SIXTH ST",,,"836","4500"
"052 153800600","3206",,"BOISE ST",,,"1833","3000"
"052 153800701","3208",,"BOISE ST",,,"1240","3300"
"052 153800702","3210",,"BOISE ST",,,"1740","3300"
"052 153800703","3214",,"BOISE ST",,,"1240","3300"
